year,country_code,country,type,indicator,indicator_name,value,yoy_change_pct,period
2015,SG,Singapore,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),465345116651.21,,Pre-Trade War
2016,SG,Singapore,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),442035878646.096,-5.009021728401408,Pre-Trade War
2017,SG,Singapore,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),498507739377.591,12.775402056607188,Pre-Trade War
2018,SG,Singapore,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),559645310570.104,12.264116755508336,Trade War 1.0
2019,SG,Singapore,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),554852810304.965,-0.8563460060546202,Trade War 1.0
2020,SG,Singapore,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),524652362543.142,-5.442965629970187,Trade War 1.0
2021,SG,Singapore,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),639390598913.421,21.869383340639036,Recovery
2022,SG,Singapore,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),744363649815.365,16.41767193329633,Recovery
2023,SG,Singapore,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),728499583323.093,-2.1312253085178146,Recovery
2024,SG,Singapore,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),786020626642.21,7.895823777514233,Recovery
2015,MY,Malaysia,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),186603344672.915,,Pre-Trade War
2016,MY,Malaysia,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),181125866049.416,-2.9353592954617924,Pre-Trade War
2017,MY,Malaysia,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),201496430249.828,11.246634533609011,Pre-Trade War
2018,MY,Malaysia,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),221902484182.666,10.127253325300734,Trade War 1.0
2019,MY,Malaysia,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),210893037728.698,-4.961389456507936,Trade War 1.0
2020,MY,Malaysia,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),186310380061.102,-11.656457667995756,Trade War 1.0
2021,MY,Malaysia,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),236990392677.524,27.201926484075155,Recovery
2022,MY,Malaysia,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),283918591271.771,19.801730384110062,Recovery
2023,MY,Malaysia,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),255625703549.712,-9.96514092132016,Recovery
2024,MY,Malaysia,Trade,NE.IMP.GNFS.CD,Imports of goods & services (USD),278760544031.284,9.050279436032117,Recovery
2015,US,USA,GDP,NY.GDP.MKTP.CD,GDP (current USD),18206020741000.0,,Pre-Trade War
2016,US,USA,GDP,NY.GDP.MKTP.CD,GDP (current USD),18695110842000.0,2.6864195529480384,Pre-Trade War
2017,US,USA,GDP,NY.GDP.MKTP.CD,GDP (current USD),19477336549000.0,4.184119118687812,Pre-Trade War
2018,US,USA,GDP,NY.GDP.MKTP.CD,GDP (current USD),20533057312000.0,5.420252201034148,Trade War 1.0
2019,US,USA,GDP,NY.GDP.MKTP.CD,GDP (current USD),21380976119000.0,4.1295302210277995,Trade War 1.0
2020,US,USA,GDP,NY.GDP.MKTP.CD,GDP (current USD),21060473613000.0,-1.499007829278609,Trade War 1.0
2021,US,USA,GDP,NY.GDP.MKTP.CD,GDP (current USD),23315080560000.0,10.705395274721162,Recovery
2022,US,USA,GDP,NY.GDP.MKTP.CD,GDP (current USD),25604848907611.0,9.820975491456752,Recovery
2023,US,USA,GDP,NY.GDP.MKTP.CD,GDP (current USD),27292170793214.4,6.58985292860621,Recovery
2024,US,USA,GDP,NY.GDP.MKTP.CD,GDP (current USD),28750956130731.2,5.345068915806062,Recovery
2015,CN,China,GDP,NY.GDP.MKTP.CD,GDP (current USD),11280814787468.9,,Pre-Trade War
2016,CN,China,GDP,NY.GDP.MKTP.CD,GDP (current USD),11456024084962.0,1.553161724521246,Pre-Trade War
2017,CN,China,GDP,NY.GDP.MKTP.CD,GDP (current USD),12537559062282.9,9.440753347757024,Pre-Trade War
2018,CN,China,GDP,NY.GDP.MKTP.CD,GDP (current USD),14147765772963.8,12.843063810761478,Trade War 1.0
2019,CN,China,GDP,NY.GDP.MKTP.CD,GDP (current USD),14560167101283.4,2.9149572797401824,Trade War 1.0
2020,CN,China,GDP,NY.GDP.MKTP.CD,GDP (current USD),14996414166715.1,2.9961679862399837,Trade War 1.0
2021,CN,China,GDP,NY.GDP.MKTP.CD,GDP (current USD),18201698719564.0,21.373673180906838,Recovery
2022,CN,China,GDP,NY.GDP.MKTP.CD,GDP (current USD),18316765021690.2,0.6321734245744892,Recovery
2023,CN,China,GDP,NY.GDP.MKTP.CD,GDP (current USD),18270356654533.2,-0.2533655211607755,Recovery
2024,CN,China,GDP,NY.GDP.MKTP.CD,GDP (current USD),18743803170827.2,2.5913370233882738,Recovery
2015,DE,Germany,GDP,NY.GDP.MKTP.CD,GDP (current USD),3425099578746.09,,Pre-Trade War
2016,DE,Germany,GDP,NY.GDP.MKTP.CD,GDP (current USD),3536787895179.0,3.2608779355197237,Pre-Trade War
2017,DE,Germany,GDP,NY.GDP.MKTP.CD,GDP (current USD),3765351626105.89,6.462466444155313,Pre-Trade War
2018,DE,Germany,GDP,NY.GDP.MKTP.CD,GDP (current USD),4055433215301.96,7.703970784159431,Trade War 1.0
2019,DE,Germany,GDP,NY.GDP.MKTP.CD,GDP (current USD),3959894794039.21,-2.3558129598155952,Trade War 1.0
2020,DE,Germany,GDP,NY.GDP.MKTP.CD,GDP (current USD),3941398957073.94,-0.46707899899541827,Trade War 1.0
2021,DE,Germany,GDP,NY.GDP.MKTP.CD,GDP (current USD),4355251953410.78,10.500154915656656,Recovery
2022,DE,Germany,GDP,NY.GDP.MKTP.CD,GDP (current USD),4201021706478.62,-3.5412474084622225,Recovery
2023,DE,Germany,GDP,NY.GDP.MKTP.CD,GDP (current USD),4562207532490.28,8.597571049315356,Recovery
2024,DE,Germany,GDP,NY.GDP.MKTP.CD,GDP (current USD),4685592577804.69,2.7045031256405894,Recovery
2015,CA,Canada,GDP,NY.GDP.MKTP.CD,GDP (current USD),1556508816217.14,,Pre-Trade War
2016,CA,Canada,GDP,NY.GDP.MKTP.CD,GDP (current USD),1527994741907.43,-1.8319250114502528,Pre-Trade War
2017,CA,Canada,GDP,NY.GDP.MKTP.CD,GDP (current USD),1649265644244.09,7.936604689180737,Pre-Trade War
2018,CA,Canada,GDP,NY.GDP.MKTP.CD,GDP (current USD),1725329192783.02,4.611964652534328,Trade War 1.0
2019,CA,Canada,GDP,NY.GDP.MKTP.CD,GDP (current USD),1743725183672.52,1.0662307788246839,Trade War 1.0
2020,CA,Canada,GDP,NY.GDP.MKTP.CD,GDP (current USD),1655684730000.19,-5.048986761027619,Trade War 1.0
2021,CA,Canada,GDP,NY.GDP.MKTP.CD,GDP (current USD),2022378748423.23,22.14757506539291,Recovery
2022,CA,Canada,GDP,NY.GDP.MKTP.CD,GDP (current USD),2190411080134.32,8.308648013736208,Recovery
2023,CA,Canada,GDP,NY.GDP.MKTP.CD,GDP (current USD),2173339670064.33,-0.7793701476776271,Recovery
2024,CA,Canada,GDP,NY.GDP.MKTP.CD,GDP (current USD),2243636826633.76,3.234522313180288,Recovery
2015,MX,Mexico,GDP,NY.GDP.MKTP.CD,GDP (current USD),1213294467716.88,,Pre-Trade War
2016,MX,Mexico,GDP,NY.GDP.MKTP.CD,GDP (current USD),1112233497452.7,-8.32946765630207,Pre-Trade War
2017,MX,Mexico,GDP,NY.GDP.MKTP.CD,GDP (current USD),1190721475906.0,7.056789660899221,Pre-Trade War
2018,MX,Mexico,GDP,NY.GDP.MKTP.CD,GDP (current USD),1256300182879.73,5.5074766266252295,Trade War 1.0
2019,MX,Mexico,GDP,NY.GDP.MKTP.CD,GDP (current USD),1304106203902.45,3.8053024009864878,Trade War 1.0
2020,MX,Mexico,GDP,NY.GDP.MKTP.CD,GDP (current USD),1121064767308.42,-14.035776844423475,Trade War 1.0
2021,MX,Mexico,GDP,NY.GDP.MKTP.CD,GDP (current USD),1316569466685.95,17.43919754493044,Recovery
2022,MX,Mexico,GDP,NY.GDP.MKTP.CD,GDP (current USD),1466934724293.06,11.420989276441862,Recovery
2023,MX,Mexico,GDP,NY.GDP.MKTP.CD,GDP (current USD),1798317581486.88,22.590156992399145,Recovery
2024,MX,Mexico,GDP,NY.GDP.MKTP.CD,GDP (current USD),1856365616165.94,3.227907866588553,Recovery
2015,JP,Japan,GDP,NY.GDP.MKTP.CD,GDP (current USD),4444930651964.18,,Pre-Trade War
2016,JP,Japan,GDP,NY.GDP.MKTP.CD,GDP (current USD),5003677627544.24,12.570431786897608,Pre-Trade War
2017,JP,Japan,GDP,NY.GDP.MKTP.CD,GDP (current USD),4930837369151.42,-1.4557344380431214,Pre-Trade War
2018,JP,Japan,GDP,NY.GDP.MKTP.CD,GDP (current USD),5040880939324.86,2.2317420335519644,Trade War 1.0
2019,JP,Japan,GDP,NY.GDP.MKTP.CD,GDP (current USD),5117993853016.51,1.5297507443605252,Trade War 1.0
2020,JP,Japan,GDP,NY.GDP.MKTP.CD,GDP (current USD),5054068005376.28,-1.2490411179871153,Trade War 1.0
2021,JP,Japan,GDP,NY.GDP.MKTP.CD,GDP (current USD),5039148168861.22,-0.2952045065319542,Recovery
2022,JP,Japan,GDP,NY.GDP.MKTP.CD,GDP (current USD),4262463317796.53,-15.413018729318495,Recovery
2023,JP,Japan,GDP,NY.GDP.MKTP.CD,GDP (current USD),4213167237905.83,-1.156516225837767,Recovery
2024,JP,Japan,GDP,NY.GDP.MKTP.CD,GDP (current USD),4027597523550.58,-4.404518118475831,Recovery
2015,KR,South Korea,GDP,NY.GDP.MKTP.CD,GDP (current USD),1539212301135.55,,Pre-Trade War
2016,KR,South Korea,GDP,NY.GDP.MKTP.CD,GDP (current USD),1579150518945.44,2.594717946343428,Pre-Trade War
2017,KR,South Korea,GDP,NY.GDP.MKTP.CD,GDP (current USD),1710196756713.17,8.298527353506667,Pre-Trade War
2018,KR,South Korea,GDP,NY.GDP.MKTP.CD,GDP (current USD),1824251454306.83,6.66909799389761,Trade War 1.0
2019,KR,South Korea,GDP,NY.GDP.MKTP.CD,GDP (current USD),1751045752054.63,-4.012917302566521,Trade War 1.0
2020,KR,South Korea,GDP,NY.GDP.MKTP.CD,GDP (current USD),1744070276373.34,-0.39836056100218675,Trade War 1.0
2021,KR,South Korea,GDP,NY.GDP.MKTP.CD,GDP (current USD),1942313560965.9,11.366702780165006,Recovery
2022,KR,South Korea,GDP,NY.GDP.MKTP.CD,GDP (current USD),1799363116866.52,-7.359802607169752,Recovery
2023,KR,South Korea,GDP,NY.GDP.MKTP.CD,GDP (current USD),1844800934391.54,2.525216678007003,Recovery
2024,KR,South Korea,GDP,NY.GDP.MKTP.CD,GDP (current USD),1875388209406.8,1.6580257763880946,Recovery
2015,IN,India,GDP,NY.GDP.MKTP.CD,GDP (current USD),2103588360044.94,,Pre-Trade War
2016,IN,India,GDP,NY.GDP.MKTP.CD,GDP (current USD),2294796885663.16,9.089636035737293,Pre-Trade War
2017,IN,India,GDP,NY.GDP.MKTP.CD,GDP (current USD),2651474262755.45,15.542873503125577,Pre-Trade War
2018,IN,India,GDP,NY.GDP.MKTP.CD,GDP (current USD),2702929641648.74,1.9406327874296192,Trade War 1.0
2019,IN,India,GDP,NY.GDP.MKTP.CD,GDP (current USD),2835606256558.19,4.908622587324141,Trade War 1.0
2020,IN,India,GDP,NY.GDP.MKTP.CD,GDP (current USD),2674851578587.27,-5.669146680683412,Trade War 1.0
2021,IN,India,GDP,NY.GDP.MKTP.CD,GDP (current USD),3167270623260.47,18.409210014309373,Recovery
2022,IN,India,GDP,NY.GDP.MKTP.CD,GDP (current USD),3346107287730.93,5.64639671637408,Recovery
2023,IN,India,GDP,NY.GDP.MKTP.CD,GDP (current USD),3638489096033.86,8.737968724882105,Recovery
2024,IN,India,GDP,NY.GDP.MKTP.CD,GDP (current USD),3909891533858.08,7.459207123090272,Recovery
2015,GB,UK,GDP,NY.GDP.MKTP.CD,GDP (current USD),2945579890258.46,,Pre-Trade War
2016,GB,UK,GDP,NY.GDP.MKTP.CD,GDP (current USD),2706807606538.73,-8.106121463871718,Pre-Trade War
2017,GB,UK,GDP,NY.GDP.MKTP.CD,GDP (current USD),2699118387873.1,-0.28406964156061365,Pre-Trade War
2018,GB,UK,GDP,NY.GDP.MKTP.CD,GDP (current USD),2897028009916.05,7.332380192441357,Trade War 1.0
2019,GB,UK,GDP,NY.GDP.MKTP.CD,GDP (current USD),2875710080015.3,-0.7358551532046675,Trade War 1.0
2020,GB,UK,GDP,NY.GDP.MKTP.CD,GDP (current USD),2724001478304.59,-5.275517958677634,Trade War 1.0
2021,GB,UK,GDP,NY.GDP.MKTP.CD,GDP (current USD),3194559188925.93,17.27450276253939,Recovery
2022,GB,UK,GDP,NY.GDP.MKTP.CD,GDP (current USD),3181244350465.41,-0.4167973630501698,Recovery
2023,GB,UK,GDP,NY.GDP.MKTP.CD,GDP (current USD),3420796653789.08,7.530144714869946,Recovery
2024,GB,UK,GDP,NY.GDP.MKTP.CD,GDP (current USD),3686033044482.13,7.753643888749084,Recovery
2015,FR,France,GDP,NY.GDP.MKTP.CD,GDP (current USD),2442483452642.5,,Pre-Trade War
2016,FR,France,GDP,NY.GDP.MKTP.CD,GDP (current USD),2470407619777.13,1.1432694499698304,Pre-Trade War
2017,FR,France,GDP,NY.GDP.MKTP.CD,GDP (current USD),2588868323334.71,4.7951885595409305,Pre-Trade War
2018,FR,France,GDP,NY.GDP.MKTP.CD,GDP (current USD),2781576320884.39,7.44371568892519,Trade War 1.0
2019,FR,France,GDP,NY.GDP.MKTP.CD,GDP (current USD),2722793515171.76,-2.113291131768791,Trade War 1.0
2020,FR,France,GDP,NY.GDP.MKTP.CD,GDP (current USD),2647926055110.05,-2.749656176443005,Trade War 1.0
2021,FR,France,GDP,NY.GDP.MKTP.CD,GDP (current USD),2966433692008.09,12.028569917327347,Recovery
2022,FR,France,GDP,NY.GDP.MKTP.CD,GDP (current USD),2794788137066.94,-5.786259622238732,Recovery
2023,FR,France,GDP,NY.GDP.MKTP.CD,GDP (current USD),3056250648138.29,9.355360701714876,Recovery
2024,FR,France,GDP,NY.GDP.MKTP.CD,GDP (current USD),3160442622465.08,3.409143631274425,Recovery
2015,AU,Australia,GDP,NY.GDP.MKTP.CD,GDP (current USD),1356805839935.9,,Pre-Trade War
2016,AU,Australia,GDP,NY.GDP.MKTP.CD,GDP (current USD),1211588128417.61,-10.70291026497574,Pre-Trade War
2017,AU,Australia,GDP,NY.GDP.MKTP.CD,GDP (current USD),1330890554614.09,9.846780716834402,Pre-Trade War
2018,AU,Australia,GDP,NY.GDP.MKTP.CD,GDP (current USD),1433144978761.67,7.6831580022167945,Trade War 1.0
2019,AU,Australia,GDP,NY.GDP.MKTP.CD,GDP (current USD),1398349602956.35,-2.4279034097014596,Trade War 1.0
2020,AU,Australia,GDP,NY.GDP.MKTP.CD,GDP (current USD),1333336461648.09,-4.649276630880516,Trade War 1.0
2021,AU,Australia,GDP,NY.GDP.MKTP.CD,GDP (current USD),1560617493202.69,17.04603737256729,Recovery
2022,AU,Australia,GDP,NY.GDP.MKTP.CD,GDP (current USD),1695627535475.8,8.651065546884485,Recovery
2023,AU,Australia,GDP,NY.GDP.MKTP.CD,GDP (current USD),1734451264655.6,2.2896378106354476,Recovery
2024,AU,Australia,GDP,NY.GDP.MKTP.CD,GDP (current USD),1757022451652.83,1.3013445495519083,Recovery
2015,BR,Brazil,GDP,NY.GDP.MKTP.CD,GDP (current USD),1802211999456.42,,Pre-Trade War
2016,BR,Brazil,GDP,NY.GDP.MKTP.CD,GDP (current USD),1795693265999.04,-0.3617073606959731,Pre-Trade War
2017,BR,Brazil,GDP,NY.GDP.MKTP.CD,GDP (current USD),2063514688805.78,14.914653180354653,Pre-Trade War
2018,BR,Brazil,GDP,NY.GDP.MKTP.CD,GDP (current USD),1916933708352.71,-7.103461935514543,Trade War 1.0
2019,BR,Brazil,GDP,NY.GDP.MKTP.CD,GDP (current USD),1873288158838.63,-2.276841881589442,Trade War 1.0
2020,BR,Brazil,GDP,NY.GDP.MKTP.CD,GDP (current USD),1476107292151.95,-21.20233690757526,Trade War 1.0
2021,BR,Brazil,GDP,NY.GDP.MKTP.CD,GDP (current USD),1670647464062.96,13.179270432801582,Recovery
2022,BR,Brazil,GDP,NY.GDP.MKTP.CD,GDP (current USD),1951923832083.87,16.8363687774592,Recovery
2023,BR,Brazil,GDP,NY.GDP.MKTP.CD,GDP (current USD),2191131869706.02,12.254988319230264,Recovery
2024,BR,Brazil,GDP,NY.GDP.MKTP.CD,GDP (current USD),2185821648943.86,-0.24235057851047515,Recovery
2015,VN,Vietnam,GDP,NY.GDP.MKTP.CD,GDP (current USD),239258328381.741,,Pre-Trade War
2016,VN,Vietnam,GDP,NY.GDP.MKTP.CD,GDP (current USD),257096001177.982,7.455403085396739,Pre-Trade War
2017,VN,Vietnam,GDP,NY.GDP.MKTP.CD,GDP (current USD),281353605986.903,9.435232247011104,Pre-Trade War
2018,VN,Vietnam,GDP,NY.GDP.MKTP.CD,GDP (current USD),310106478394.659,10.219478903389078,Trade War 1.0
2019,VN,Vietnam,GDP,NY.GDP.MKTP.CD,GDP (current USD),334365270496.667,7.8227298660735745,Trade War 1.0
2020,VN,Vietnam,GDP,NY.GDP.MKTP.CD,GDP (current USD),346615738537.796,3.6637979844414303,Trade War 1.0
2021,VN,Vietnam,GDP,NY.GDP.MKTP.CD,GDP (current USD),366474752771.009,5.729403493617613,Recovery
2022,VN,Vietnam,GDP,NY.GDP.MKTP.CD,GDP (current USD),413445230668.578,12.816838688726385,Recovery
2023,VN,Vietnam,GDP,NY.GDP.MKTP.CD,GDP (current USD),433857681378.291,4.937159554774473,Recovery
2024,VN,Vietnam,GDP,NY.GDP.MKTP.CD,GDP (current USD),476388230307.175,9.80288024261129,Recovery
2015,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),307998545269.398,,Pre-Trade War
2016,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),319646468521.497,3.7818111257346576,Pre-Trade War
2017,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),343673334902.33,7.516700088059047,Pre-Trade War
2018,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),377123710560.614,9.733189125013265,Trade War 1.0
2019,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),376161998830.048,-0.2550122688219192,Trade War 1.0
2020,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),349165858544.568,-7.1767324635248375,Trade War 1.0
2021,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),436591382250.464,25.038394094517933,Recovery
2022,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),509017841146.557,16.58907203407496,Recovery
2023,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),505439514078.019,-0.7029865712521732,Recovery
2024,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),547386645891.847,8.299139787348153,Recovery
2015,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),301355266964.947,,Pre-Trade War
2016,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),301256033870.334,-0.03292893985641365,Pre-Trade War
2017,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),319109094160.343,5.926208368557795,Pre-Trade War
2018,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),358788845712.53,12.43454112663085,Trade War 1.0
2019,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),365177721021.516,1.780678353112708,Trade War 1.0
2020,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),337456163961.211,-7.591250907300462,Trade War 1.0
2021,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),373784553029.978,10.765365386226232,Recovery
2022,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),407830525989.553,9.108448351755305,Recovery
2023,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),399949418752.657,-1.9324466254146633,Recovery
2024,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),422227005428.688,5.570101025652008,Recovery
2015,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.94555045484053,,Pre-Trade War
2016,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.81945147788167,-38.2305105352482,Pre-Trade War
2017,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.45762229852507,35.074901881219844,Pre-Trade War
2018,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.96650506901305,20.706305065403384,Trade War 1.0
2019,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.58382533412825,-12.900019584733657,Trade War 1.0
2020,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-2.16302914036166,-183.71421673870375,Trade War 1.0
2021,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.05505293244555,-379.93395093295607,Recovery
2022,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.51237531986017,-58.50778931431311,Recovery
2023,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.88755600749487,14.933305731389733,Recovery
2024,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.79300127716779,-3.274559180208325,Recovery
2015,CN,China,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.97878002657477,,Pre-Trade War
2016,CN,China,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.77555562837017,-2.9120332985240194,Pre-Trade War
2017,CN,China,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.8912663621211,1.7077674525530329,Pre-Trade War
2018,CN,China,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.75671800166833,-1.9524475384137818,Trade War 1.0
2019,CN,China,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.06850235053705,-10.185650059116714,Trade War 1.0
2020,CN,China,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.34018843078414,-61.43713398121964,Trade War 1.0
2021,CN,China,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),8.57008513166322,266.21346464787,Recovery
2022,CN,China,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.1341888719577,-63.428731175865934,Recovery
2023,CN,China,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.41484330099675,72.76697487648505,Recovery
2024,CN,China,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.9773565917572,-8.079397406736,Recovery
2015,DE,Germany,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.66300602334775,,Pre-Trade War
2016,DE,Germany,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.22222216259371,33.62682584397487,Pre-Trade War
2017,DE,Germany,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.797906720551,25.90580580320414,Pre-Trade War
2018,DE,Germany,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.13569604599849,-59.40908116569255,Trade War 1.0
2019,DE,Germany,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.977734697038784,-13.908769825893707,Trade War 1.0
2020,DE,Germany,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-4.13191443239947,-522.6007775845117,Trade War 1.0
2021,DE,Germany,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.90999994204108,-194.62925735784125,Recovery
2022,DE,Germany,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.8092581243061,-53.727413014700986,Recovery
2023,DE,Germany,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-0.869647578573321,-148.06652886562856,Recovery
2024,DE,Germany,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-0.495851897260366,-42.98243225447443,Recovery
2015,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.649971001734855,,Pre-Trade War
2016,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.03855092490855,59.78419377734176,Pre-Trade War
2017,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.03383491200222,192.1219209611089,Pre-Trade War
2018,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.74296344906655,-9.587583747057128,Trade War 1.0
2019,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.90843194590616,-30.42444854467117,Trade War 1.0
2020,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-5.03823343468899,-363.9985903346813,Trade War 1.0
2021,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.95052802804381,-218.1074300184969,Recovery
2022,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.18903628100851,-29.6022762809232,Recovery
2023,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.52874550838358,-63.506033229783,Recovery
2024,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.55479521049516,1.7039920620354643,Recovery
2015,MX,Mexico,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.70232342550646,,Pre-Trade War
2016,MX,Mexico,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.77249323845399,-34.40854556031555,Pre-Trade War
2017,MX,Mexico,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.87172853327193,5.598627552706237,Pre-Trade War
2018,MX,Mexico,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.97208209405635,5.361544636443294,Trade War 1.0
2019,MX,Mexico,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-0.392690505066824,-119.91248266237761,Trade War 1.0
2020,MX,Mexico,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-8.35403458167995,2027.3839000151906,Trade War 1.0
2021,MX,Mexico,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.0484834621255,-172.40194427001262,Recovery
2022,MX,Mexico,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.70975709163623,-38.66632661119019,Recovery
2023,MX,Mexico,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.35354140652768,-9.602129635701761,Recovery
2024,MX,Mexico,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.42742769080466,-57.43521496331707,Recovery
2015,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.56062669680782,,Pre-Trade War
2016,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.753826745789127,-51.69717733708901,Pre-Trade War
2017,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.67533175173359,122.2436071805605,Pre-Trade War
2018,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.643391023533141,-61.59620189449782,Trade War 1.0
2019,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-0.402169200894946,-162.5077419772597,Trade War 1.0
